#Base pair	Mean Quality Score
1	30.36476316313301
2	30.754835355336162
3	33.665103760099754
4	34.31490962175972
5	34.99040025373396
6	37.71846553390739
7	37.74306089598919
8	38.01126370872217
9	38.20723239941922
10	38.036764148588844
11	38.09675055431891
12	38.26472443040604
13	38.05133574805415
14	38.165740830586074
15	37.9553425496948
16	37.55623245300458
17	37.75241283004282
18	37.98280384392143
19	37.698513352009364
20	37.85618741233039
21	37.580350132909416
22	37.66699171904918
23	37.98299984085307
24	38.04868689297071
25	38.05962402059867
26	38.00270718750357
27	37.95018918209579
28	38.02585952619914
29	37.96665509673285
30	37.86694648527456
31	37.699902307276524
32	37.224837123814225
33	37.008106919061795
34	36.68283898819883
35	36.48383532202634
36	36.40027103253855
37	36.32934492450819
38	36.36707119596588
39	36.391729315685886
40	36.992102997192156
41	37.32558252363911
42	37.58570158936133
43	37.6342245883461
44	37.8539288614815
45	37.90330954818845
46	37.89400508465603
47	37.952356412535245
48	37.91695748395295
49	37.90885289818796
50	37.876634896819205
51	37.95907349128626
52	37.9814005670394
53	37.9778872657189
54	37.776808172267465
55	37.80014862296064
56	37.88650450092954
57	37.896503482324796
58	37.81767184288448
59	37.78388192359563
60	37.71757381223526
61	37.69112227231569
62	37.73623865796492
63	37.75003906260686
64	37.66667334472304
65	37.70557366676628
66	37.63484934868031
67	37.69769999692649
68	37.595609169888625
69	37.54691189777006
70	37.593857105363476
71	37.58561413096039
72	37.515962083444165
73	37.46026435770052
74	37.46410351598863
75	37.45926248832748
76	37.33937665251723
77	36.53332728285334
78	36.88568132990837
79	37.294120027684166
80	37.38912270132047
81	37.50783810717814
82	37.51543202277684
83	37.54007348758517
84	37.452506226281834
85	37.35654899287669
86	37.36591275433136
87	37.29922512017686
88	37.30479872257632
89	37.27740010552938
90	37.198636533988974
91	37.159852554951954
92	37.075102387477564
93	37.042048744018516
94	36.99712779209135
95	36.81684472939631
96	36.831675888016555
97	36.83429811133301
98	36.75814051048994
99	36.50418086558231
100	36.585097265488784
101	34.65562864406652
