#Base pair	Mean Quality Score
1	30.455082246697195
2	30.905869149773817
3	34.20130064222583
4	34.70999926658115
5	35.25483828114297
6	38.18221694529664
7	38.04901341326215
8	38.33735758874022
9	38.5791477949693
10	38.40487253041958
11	38.49967992494219
12	38.618432614721236
13	38.45405615220794
14	38.57294044223773
15	38.40673942735209
16	38.147638460484636
17	38.2680001051695
18	38.417747075665304
19	38.22909389560267
20	38.30406743025256
21	38.09119911214805
22	38.15321894766849
23	38.375356019500636
24	38.39703117583648
25	38.412128256967826
26	38.37620470965608
27	38.332444374331445
28	38.39828463017008
29	38.3498373332337
30	38.29504208855548
31	38.133695061046744
32	37.72798421904039
33	37.59624904690144
34	37.340435180303416
35	37.207205079133125
36	37.14213325251888
37	37.08353986684988
38	37.10007846197915
39	37.08169165134098
40	37.52697902006938
41	37.78236169173437
42	37.97841271554557
43	37.98978319861951
44	38.16545915479704
45	38.19054844508284
46	38.17361933900972
47	38.21905754293614
48	38.18277102248275
49	38.171189785274336
50	38.13328199401364
51	38.21439521312737
52	38.23843308521635
53	38.23345068034977
54	38.03006532963026
55	38.06120920011679
56	38.14412690637009
57	38.160462911838906
58	38.08242022686167
59	38.05169814140592
60	37.988338917003276
61	37.96883758647078
62	38.008560520201534
63	38.0251912770206
64	37.94271514426902
65	37.97614686643335
66	37.90403408045189
67	37.965590893428704
68	37.86265929373148
69	37.81885412299019
70	37.86962843340349
71	37.86271284714582
72	37.79829653092882
73	37.744365198306774
74	37.741128607071545
75	37.73831698362815
76	37.616752116882054
77	36.709284805913846
78	37.10393596838273
79	37.52697320807093
80	37.60955783146035
81	37.7327630655801
82	37.73707764414794
83	37.76091887695584
84	37.67187753842492
85	37.575614930193744
86	37.57998347731868
87	37.51743115203496
88	37.52168428947627
89	37.49394874094124
90	37.42242061432824
91	37.38430483655138
92	37.292245271870065
93	37.26627366486633
94	37.22975258876098
95	37.04827432079187
96	37.06553152801591
97	37.070271904661084
98	36.99662848737205
99	36.74002225165123
100	36.82302879845235
101	34.827124043268945
