#Base pair	Mean Quality Score
1	31.124748184976692
2	31.46762373674104
3	35.04293121296193
4	35.82018778050854
5	36.11500385476724
6	39.563599877896166
7	39.562462275015875
8	39.92138736862533
9	40.0029850107404
10	40.058549094898076
11	40.1034597481359
12	40.12879452392941
13	40.07108364579396
14	40.06436753254506
15	40.07943169901179
16	40.06889992135985
17	39.98664461137976
18	40.01552535464904
19	40.0274427083107
20	40.02213936604809
21	39.983978135882516
22	40.049601464859826
23	39.98123739718006
24	40.02869102210147
25	39.98348621254918
26	39.974057199242466
27	39.91332405807624
28	39.93044224985811
29	39.88314117427265
30	39.92807162030406
31	39.833129129633626
32	39.89108436026553
33	39.870130308994476
34	39.91316314105519
35	39.93016474845532
36	39.92345418684365
37	39.91487095339956
38	39.89533087999243
39	39.90424455653924
40	39.89346134604192
41	39.8755147534357
42	39.86539355556296
43	39.858006498794815
44	39.85992374464207
45	39.777491586855845
46	39.81462970660161
47	39.827250509020764
48	39.819110199677105
49	39.813457426103284
50	39.8115842715198
51	39.81351841365426
52	39.803870070447864
53	39.728262886275274
54	39.76160674358179
55	39.77176656153958
56	39.7715159332793
57	39.7185764861934
58	39.73641928732104
59	39.72618753945484
60	39.71514758585044
61	39.69815498980349
62	39.69461763138835
63	39.645627087998925
64	39.663238892742854
65	39.65680172914994
66	39.639780972624315
67	39.63019892723059
68	39.625204626106886
69	39.608475129389355
70	39.516473799571095
71	39.53762392823229
72	39.53311881485258
73	39.523909533738106
74	39.5045516183988
75	39.48109522699196
76	39.45649206043464
77	38.780158303728626
78	39.160415523150085
79	39.26552402708362
80	39.31837416522284
81	39.40386994171425
82	39.41176123196784
83	39.390242522869926
84	39.37280780730766
85	39.35748544948066
86	39.35105689494838
87	39.310266924327
88	39.16532526237923
89	39.208796754239316
90	39.21133103640378
91	39.19336424871142
92	39.155000745850394
93	39.113398305189754
94	39.06156636950121
95	39.036610553292256
96	39.03954865672103
97	39.02243054539767
98	38.80929796248477
99	38.861258953624194
100	38.94008793793366
101	37.77499149955836
